defined_class	defined_class_label	process1	process1_label	process2	process2_label
http://purl.obolibrary.org/obo/GO_0060825	fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation	http://purl.obolibrary.org/obo/GO_0008543	fibroblast growth factor receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0021999	neural plate anterior/posterior regionalization
http://purl.obolibrary.org/obo/GO_0035607	fibroblast growth factor receptor signaling pathway involved in orbitofrontal cortex development	http://purl.obolibrary.org/obo/GO_0008543	fibroblast growth factor receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0021769	orbitofrontal cortex development
http://purl.obolibrary.org/obo/GO_0090243	fibroblast growth factor receptor signaling pathway involved in somitogenesis	http://purl.obolibrary.org/obo/GO_0008543	fibroblast growth factor receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0001756	somitogenesis
http://purl.obolibrary.org/obo/GO_0021907	fibroblast growth factor receptor signaling pathway involved in spinal cord anterior/posterior pattern formation	http://purl.obolibrary.org/obo/GO_0008543	fibroblast growth factor receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0021512	spinal cord anterior/posterior patterning
http://purl.obolibrary.org/obo/GO_2000699	fibroblast growth factor receptor signaling pathway involved in ureteric bud formation	http://purl.obolibrary.org/obo/GO_0008543	fibroblast growth factor receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0060676	ureteric bud formation
http://purl.obolibrary.org/obo/GO_0061385	fibroblast proliferation involved in heart morphogenesis	http://purl.obolibrary.org/obo/GO_0048144	fibroblast proliferation	http://purl.obolibrary.org/obo/GO_0003007	heart morphogenesis
http://purl.obolibrary.org/obo/GO_0060362	flight involved in flight behavior	http://purl.obolibrary.org/obo/GO_0060361	flight	http://purl.obolibrary.org/obo/GO_0007629	flight behavior
http://purl.obolibrary.org/obo/GO_0002267	follicular dendritic cell activation involved in immune response	http://purl.obolibrary.org/obo/GO_0002266	follicular dendritic cell activation	http://purl.obolibrary.org/obo/GO_0006955	immune response
http://purl.obolibrary.org/obo/GO_0003004	follicular fluid formation in ovarian follicle antrum involved in distinct antral spaces stage	http://purl.obolibrary.org/obo/GO_0001548	follicular fluid formation in ovarian follicle antrum	http://purl.obolibrary.org/obo/GO_0048164	distinct antral spaces stage
http://purl.obolibrary.org/obo/GO_0003003	follicular fluid formation in ovarian follicle antrum involved in fused antrum stage	http://purl.obolibrary.org/obo/GO_0001548	follicular fluid formation in ovarian follicle antrum	http://purl.obolibrary.org/obo/GO_0048165	fused antrum stage
http://purl.obolibrary.org/obo/GO_0003005	follicular fluid formation in ovarian follicle antrum involved in scattered antral spaces stage	http://purl.obolibrary.org/obo/GO_0001548	follicular fluid formation in ovarian follicle antrum	http://purl.obolibrary.org/obo/GO_0048163	scattered antral spaces stage
http://purl.obolibrary.org/obo/GO_0001313	formation of extrachromosomal circular DNA involved in replicative cell aging	http://purl.obolibrary.org/obo/GO_0001325	formation of extrachromosomal circular DNA	http://purl.obolibrary.org/obo/GO_0001302	replicative cell aging
http://purl.obolibrary.org/obo/GO_1904541	fungal-type cell wall disassembly involved in conjugation with cellular fusion	http://purl.obolibrary.org/obo/GO_0071853	fungal-type cell wall disassembly	http://purl.obolibrary.org/obo/GO_0000747	conjugation with cellular fusion
http://purl.obolibrary.org/obo/GO_0002290	gamma-delta T cell activation involved in immune response	http://purl.obolibrary.org/obo/GO_0046629	gamma-delta T cell activation	http://purl.obolibrary.org/obo/GO_0006955	immune response
http://purl.obolibrary.org/obo/GO_0002303	gamma-delta T cell differentiation involved in immune response	http://purl.obolibrary.org/obo/GO_0042492	gamma-delta T cell differentiation	http://purl.obolibrary.org/obo/GO_0006955	immune response
http://purl.obolibrary.org/obo/GO_0002311	gamma-delta T cell proliferation involved in immune response	http://purl.obolibrary.org/obo/GO_0046630	gamma-delta T cell proliferation	http://purl.obolibrary.org/obo/GO_0006955	immune response
http://purl.obolibrary.org/obo/GO_0031292	gene conversion at mating-type locus, DNA double-strand break processing	http://purl.obolibrary.org/obo/GO_0000729	DNA double-strand break processing	http://purl.obolibrary.org/obo/GO_0007534	gene conversion at mating-type locus
http://purl.obolibrary.org/obo/GO_0061500	gene conversion at mating-type locus, termination of copy-synthesis	http://purl.obolibrary.org/obo/GO_0071170	site-specific DNA replication termination	http://purl.obolibrary.org/obo/GO_0007534	gene conversion at mating-type locus
http://purl.obolibrary.org/obo/GO_0010978	gene silencing involved in chronological cell aging	http://purl.obolibrary.org/obo/GO_0016458	gene silencing	http://purl.obolibrary.org/obo/GO_0001300	chronological cell aging
http://purl.obolibrary.org/obo/GO_0003398	glial cell differentiation involved in amphid sensory organ development	http://purl.obolibrary.org/obo/GO_0010001	glial cell differentiation	http://purl.obolibrary.org/obo/GO_0003386	amphid sensory organ development
http://purl.obolibrary.org/obo/GO_2000701	glial cell-derived neurotrophic factor receptor signaling pathway involved in ureteric bud formation	http://purl.obolibrary.org/obo/GO_0035860	glial cell-derived neurotrophic factor receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0060676	ureteric bud formation
http://purl.obolibrary.org/obo/GO_0003241	growth involved in heart morphogenesis	http://purl.obolibrary.org/obo/GO_0040007	growth	http://purl.obolibrary.org/obo/GO_0003007	heart morphogenesis
http://purl.obolibrary.org/obo/GO_0052331	hemolysis in other organism involved in symbiotic interaction	http://purl.obolibrary.org/obo/GO_0044179	hemolysis in other organism	http://purl.obolibrary.org/obo/GO_0044403	symbiotic process
http://purl.obolibrary.org/obo/GO_0070868	heterochromatin organization involved in chromatin silencing	http://purl.obolibrary.org/obo/GO_0070828	heterochromatin organization	http://purl.obolibrary.org/obo/GO_0006342	chromatin silencing
http://purl.obolibrary.org/obo/GO_0010709	heteroduplex formation involved in double-strand break repair via synthesis-dependent strand annealing	http://purl.obolibrary.org/obo/GO_0030491	heteroduplex formation	http://purl.obolibrary.org/obo/GO_0045003	double-strand break repair via synthesis-dependent strand annealing
http://purl.obolibrary.org/obo/GO_0010708	heteroduplex formation involved in gene conversion at mating-type locus	http://purl.obolibrary.org/obo/GO_0030491	heteroduplex formation	http://purl.obolibrary.org/obo/GO_0007534	gene conversion at mating-type locus
http://purl.obolibrary.org/obo/GO_2000775	histone H3-S10 phosphorylation involved in chromosome condensation	http://purl.obolibrary.org/obo/GO_0043987	histone H3-S10 phosphorylation	http://purl.obolibrary.org/obo/GO_0030261	chromosome condensation
http://purl.obolibrary.org/obo/GO_2000751	histone H3-T3 phosphorylation involved in chromosome passenger complex localization to kinetochore	http://purl.obolibrary.org/obo/GO_0072355	histone H3-T3 phosphorylation	http://purl.obolibrary.org/obo/GO_0072356	chromosome passenger complex localization to kinetochore
http://purl.obolibrary.org/obo/GO_2000776	histone H4 acetylation involved in response to DNA damage stimulus	http://purl.obolibrary.org/obo/GO_0043967	histone H4 acetylation	http://purl.obolibrary.org/obo/GO_0006974	cellular response to DNA damage stimulus
http://purl.obolibrary.org/obo/GO_0045143	homologous chromosome segregation	http://purl.obolibrary.org/obo/GO_0098813	nuclear chromosome segregation	http://purl.obolibrary.org/obo/GO_0007127	meiosis I
http://purl.obolibrary.org/obo/GO_1901528	hydrogen peroxide mediated signaling pathway involved in stomatal movement	http://purl.obolibrary.org/obo/GO_0071588	hydrogen peroxide mediated signaling pathway	http://purl.obolibrary.org/obo/GO_0010118	stomatal movement
http://purl.obolibrary.org/obo/GO_0002433	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	http://purl.obolibrary.org/obo/GO_0002768	immune response-regulating cell surface receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0006909	phagocytosis
http://purl.obolibrary.org/obo/GO_0002381	immunoglobulin production involved in immunoglobulin mediated immune response	http://purl.obolibrary.org/obo/GO_0002377	immunoglobulin production	http://purl.obolibrary.org/obo/GO_0016064	immunoglobulin mediated immune response
http://purl.obolibrary.org/obo/GO_0009866	induced systemic resistance, ethylene mediated signaling pathway	http://purl.obolibrary.org/obo/GO_0009873	ethylene-activated signaling pathway	http://purl.obolibrary.org/obo/GO_0009682	induced systemic resistance
http://purl.obolibrary.org/obo/GO_0009864	induced systemic resistance, jasmonic acid mediated signaling pathway	http://purl.obolibrary.org/obo/GO_0009867	jasmonic acid mediated signaling pathway	http://purl.obolibrary.org/obo/GO_0009682	induced systemic resistance
http://purl.obolibrary.org/obo/GO_0055111	ingression involved in gastrulation with mouth forming second	http://purl.obolibrary.org/obo/GO_0001667	ameboidal-type cell migration	http://purl.obolibrary.org/obo/GO_0001702	gastrulation with mouth forming second
http://purl.obolibrary.org/obo/GO_0072691	initiation of premeiotic DNA replication	http://purl.obolibrary.org/obo/GO_0006270	DNA replication initiation	http://purl.obolibrary.org/obo/GO_0006279	premeiotic DNA replication
http://purl.obolibrary.org/obo/GO_0070660	inner ear receptor cell differentiation involved in inner ear sensory epithelium regeneration	http://purl.obolibrary.org/obo/GO_0060113	inner ear receptor cell differentiation	http://purl.obolibrary.org/obo/GO_0070659	inner ear sensory epithelium regeneration
http://purl.obolibrary.org/obo/GO_1903107	insulin receptor signaling pathway involved in dauer larval development	http://purl.obolibrary.org/obo/GO_0008286	insulin receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0040024	dauer larval development
http://purl.obolibrary.org/obo/GO_1901047	insulin receptor signaling pathway involved in determination of adult lifespan	http://purl.obolibrary.org/obo/GO_0008286	insulin receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0008340	determination of adult lifespan
http://purl.obolibrary.org/obo/GO_0060811	intracellular mRNA localization involved in anterior/posterior axis specification	http://purl.obolibrary.org/obo/GO_0008298	intracellular mRNA localization	http://purl.obolibrary.org/obo/GO_0009948	anterior/posterior axis specification
http://purl.obolibrary.org/obo/GO_0060810	intracellular mRNA localization involved in pattern specification process	http://purl.obolibrary.org/obo/GO_0008298	intracellular mRNA localization	http://purl.obolibrary.org/obo/GO_0007389	pattern specification process
http://purl.obolibrary.org/obo/GO_0009871	jasmonic acid and ethylene-dependent systemic resistance, ethylene mediated signaling pathway	http://purl.obolibrary.org/obo/GO_0009873	ethylene-activated signaling pathway	http://purl.obolibrary.org/obo/GO_0009861	jasmonic acid and ethylene-dependent systemic resistance
http://purl.obolibrary.org/obo/GO_0009868	jasmonic acid and ethylene-dependent systemic resistance, jasmonic acid mediated signaling pathway	http://purl.obolibrary.org/obo/GO_0009867	jasmonic acid mediated signaling pathway	http://purl.obolibrary.org/obo/GO_0009861	jasmonic acid and ethylene-dependent systemic resistance
http://purl.obolibrary.org/obo/GO_0003363	lamellipodium assembly involved in ameboidal cell migration	http://purl.obolibrary.org/obo/GO_0030032	lamellipodium assembly	http://purl.obolibrary.org/obo/GO_0001667	ameboidal-type cell migration
http://purl.obolibrary.org/obo/GO_0060599	lateral sprouting involved in mammary gland duct morphogenesis	http://purl.obolibrary.org/obo/GO_0060601	lateral sprouting from an epithelium	http://purl.obolibrary.org/obo/GO_0060444	branching involved in mammary gland duct morphogenesis
http://purl.obolibrary.org/obo/GO_0060680	lateral sprouting involved in ureteric bud morphogenesis	http://purl.obolibrary.org/obo/GO_0060601	lateral sprouting from an epithelium	http://purl.obolibrary.org/obo/GO_0001658	branching involved in ureteric bud morphogenesis
http://purl.obolibrary.org/obo/GO_0022025	leukemia inhibitory factor signaling pathway involved in forebrain neuron fate commitment	http://purl.obolibrary.org/obo/GO_0048861	leukemia inhibitory factor signaling pathway	http://purl.obolibrary.org/obo/GO_0021877	forebrain neuron fate commitment
http://purl.obolibrary.org/obo/GO_0002366	leukocyte activation involved in immune response	http://purl.obolibrary.org/obo/GO_0045321	leukocyte activation	http://purl.obolibrary.org/obo/GO_0006955	immune response
http://purl.obolibrary.org/obo/GO_0002269	leukocyte activation involved in inflammatory response	http://purl.obolibrary.org/obo/GO_0045321	leukocyte activation	http://purl.obolibrary.org/obo/GO_0006954	inflammatory response
http://purl.obolibrary.org/obo/GO_0002233	leukocyte chemotaxis involved in immune response	http://purl.obolibrary.org/obo/GO_0030595	leukocyte chemotaxis	http://purl.obolibrary.org/obo/GO_0006955	immune response
http://purl.obolibrary.org/obo/GO_0002232	leukocyte chemotaxis involved in inflammatory response	http://purl.obolibrary.org/obo/GO_0030595	leukocyte chemotaxis	http://purl.obolibrary.org/obo/GO_0006954	inflammatory response
http://purl.obolibrary.org/obo/GO_0002522	leukocyte migration involved in immune response	http://purl.obolibrary.org/obo/GO_0050900	leukocyte migration	http://purl.obolibrary.org/obo/GO_0006955	immune response
http://purl.obolibrary.org/obo/GO_0002523	leukocyte migration involved in inflammatory response	http://purl.obolibrary.org/obo/GO_0050900	leukocyte migration	http://purl.obolibrary.org/obo/GO_0006954	inflammatory response
http://purl.obolibrary.org/obo/GO_0031987	locomotion involved in locomotory behavior	http://purl.obolibrary.org/obo/GO_0040011	locomotion	http://purl.obolibrary.org/obo/GO_0007626	locomotory behavior
http://purl.obolibrary.org/obo/GO_0002285	lymphocyte activation involved in immune response	http://purl.obolibrary.org/obo/GO_0046649	lymphocyte activation	http://purl.obolibrary.org/obo/GO_0006955	immune response
http://purl.obolibrary.org/obo/GO_1902550	lymphoid lineage cell migration into thymus involved in thymus epithelium morphogenesis	http://purl.obolibrary.org/obo/GO_0097535	lymphoid lineage cell migration into thymus	http://purl.obolibrary.org/obo/GO_0097536	thymus epithelium morphogenesis
http://purl.obolibrary.org/obo/GO_0002533	lysosomal enzyme secretion involved in inflammatory response	http://purl.obolibrary.org/obo/GO_0033299	secretion of lysosomal enzymes	http://purl.obolibrary.org/obo/GO_0006954	inflammatory response
http://purl.obolibrary.org/obo/GO_0002281	macrophage activation involved in immune response	http://purl.obolibrary.org/obo/GO_0042116	macrophage activation	http://purl.obolibrary.org/obo/GO_0006955	immune response
http://purl.obolibrary.org/obo/GO_0061167	maintenance of endoplasmic reticulum location involved in endoplasmic reticulum polarization at cell division site	http://purl.obolibrary.org/obo/GO_0051685	maintenance of ER location	http://purl.obolibrary.org/obo/GO_0061164	transitional endoplasmic reticulum polarization at cell division site
http://purl.obolibrary.org/obo/GO_0042070	maintenance of oocyte nucleus location involved in oocyte dorsal/ventral axis specification	http://purl.obolibrary.org/obo/GO_0051658	maintenance of nucleus location	http://purl.obolibrary.org/obo/GO_0007310	oocyte dorsal/ventral axis specification
http://purl.obolibrary.org/obo/GO_0098755	maintenance of seed dormancy by absisic acid	http://purl.obolibrary.org/obo/GO_0010231	maintenance of seed dormancy	http://purl.obolibrary.org/obo/GO_0009737	response to abscisic acid
http://purl.obolibrary.org/obo/GO_1904378	maintenance of unfolded protein involved in ERAD pathway	http://purl.obolibrary.org/obo/GO_0036506	maintenance of unfolded protein	http://purl.obolibrary.org/obo/GO_0036503	ERAD pathway
http://purl.obolibrary.org/obo/GO_0060744	mammary gland branching involved in thelarche	http://purl.obolibrary.org/obo/GO_0060444	branching involved in mammary gland duct morphogenesis	http://purl.obolibrary.org/obo/GO_0042695	thelarche
http://purl.obolibrary.org/obo/GO_1904382	mannose trimming involved in glycoprotein ERAD pathway	http://purl.obolibrary.org/obo/GO_0036508	protein alpha-1,2-demannosylation	http://purl.obolibrary.org/obo/GO_0097466	ubiquitin-dependent glycoprotein ERAD pathway
http://purl.obolibrary.org/obo/GO_0002279	mast cell activation involved in immune response	http://purl.obolibrary.org/obo/GO_0045576	mast cell activation	http://purl.obolibrary.org/obo/GO_0006955	immune response
http://purl.obolibrary.org/obo/GO_0007617	mating behavior	http://purl.obolibrary.org/obo/GO_0007610	behavior	http://purl.obolibrary.org/obo/GO_0007618	mating
http://purl.obolibrary.org/obo/GO_0002313	mature B cell differentiation involved in immune response	http://purl.obolibrary.org/obo/GO_0002335	mature B cell differentiation	http://purl.obolibrary.org/obo/GO_0006955	immune response
http://purl.obolibrary.org/obo/GO_0070656	mechanoreceptor differentiation involved in mechanosensory epithelium regeneration	http://purl.obolibrary.org/obo/GO_0042490	mechanoreceptor differentiation	http://purl.obolibrary.org/obo/GO_0070655	mechanosensory epithelium regeneration
http://purl.obolibrary.org/obo/GO_0051079	meiosis I nuclear envelope disassembly	http://purl.obolibrary.org/obo/GO_0051081	nuclear envelope disassembly	http://purl.obolibrary.org/obo/GO_0007127	meiosis I
http://purl.obolibrary.org/obo/GO_0051334	meiosis I nuclear envelope reassembly	http://purl.obolibrary.org/obo/GO_0031468	nuclear envelope reassembly	http://purl.obolibrary.org/obo/GO_0007127	meiosis I
http://purl.obolibrary.org/obo/GO_0051080	meiosis II nuclear envelope disassembly	http://purl.obolibrary.org/obo/GO_0051081	nuclear envelope disassembly	http://purl.obolibrary.org/obo/GO_0007135	meiosis II
http://purl.obolibrary.org/obo/GO_0051335	meiosis II nuclear envelope reassembly	http://purl.obolibrary.org/obo/GO_0031468	nuclear envelope reassembly	http://purl.obolibrary.org/obo/GO_0007135	meiosis II
http://purl.obolibrary.org/obo/GO_0010781	meiotic DNA double-strand break formation involved in meiotic gene conversion	http://purl.obolibrary.org/obo/GO_0042138	meiotic DNA double-strand break formation	http://purl.obolibrary.org/obo/GO_0006311	meiotic gene conversion
http://purl.obolibrary.org/obo/GO_0010780	meiotic DNA double-strand break formation involved in reciprocal meiotic recombination	http://purl.obolibrary.org/obo/GO_0042138	meiotic DNA double-strand break formation	http://purl.obolibrary.org/obo/GO_0007131	reciprocal meiotic recombination
http://purl.obolibrary.org/obo/GO_0000706	meiotic DNA double-strand break processing	http://purl.obolibrary.org/obo/GO_0000729	DNA double-strand break processing	http://purl.obolibrary.org/obo/GO_0051321	meiotic cell cycle
http://purl.obolibrary.org/obo/GO_0044778	meiotic DNA integrity checkpoint	http://purl.obolibrary.org/obo/GO_0031570	DNA integrity checkpoint	http://purl.obolibrary.org/obo/GO_0051321	meiotic cell cycle
http://purl.obolibrary.org/obo/GO_0010773	meiotic DNA recombinase assembly involved in meiotic gene conversion	http://purl.obolibrary.org/obo/GO_0000707	meiotic DNA recombinase assembly	http://purl.obolibrary.org/obo/GO_0006311	meiotic gene conversion
http://purl.obolibrary.org/obo/GO_0010772	meiotic DNA recombinase assembly involved in reciprocal meiotic recombination	http://purl.obolibrary.org/obo/GO_0000707	meiotic DNA recombinase assembly	http://purl.obolibrary.org/obo/GO_0007131	reciprocal meiotic recombination
http://purl.obolibrary.org/obo/GO_0010779	meiotic DNA repair synthesis involved in meiotic gene conversion	http://purl.obolibrary.org/obo/GO_0000711	meiotic DNA repair synthesis	http://purl.obolibrary.org/obo/GO_0006311	meiotic gene conversion
http://purl.obolibrary.org/obo/GO_0010778	meiotic DNA repair synthesis involved in reciprocal meiotic recombination	http://purl.obolibrary.org/obo/GO_0000711	meiotic DNA repair synthesis	http://purl.obolibrary.org/obo/GO_0007131	reciprocal meiotic recombination
http://purl.obolibrary.org/obo/GO_0033315	meiotic G2/MI DNA replication checkpoint	http://purl.obolibrary.org/obo/GO_0000076	DNA replication checkpoint	http://purl.obolibrary.org/obo/GO_0051321	meiotic cell cycle
http://purl.obolibrary.org/obo/GO_0033313	meiotic cell cycle checkpoint	http://purl.obolibrary.org/obo/GO_0000075	cell cycle checkpoint	http://purl.obolibrary.org/obo/GO_0051321	meiotic cell cycle
http://purl.obolibrary.org/obo/GO_1903046	meiotic cell cycle process	http://purl.obolibrary.org/obo/GO_0009987	cellular process	http://purl.obolibrary.org/obo/GO_0051321	meiotic cell cycle
http://purl.obolibrary.org/obo/GO_1903537	meiotic cell cycle process involved in oocyte maturation	http://purl.obolibrary.org/obo/GO_1903046	meiotic cell cycle process	http://purl.obolibrary.org/obo/GO_0001556	oocyte maturation
http://purl.obolibrary.org/obo/GO_0010032	meiotic chromosome condensation	http://purl.obolibrary.org/obo/GO_0030261	chromosome condensation	http://purl.obolibrary.org/obo/GO_0051321	meiotic cell cycle
http://purl.obolibrary.org/obo/GO_0016344	meiotic chromosome movement towards spindle pole	http://purl.obolibrary.org/obo/GO_0051305	chromosome movement towards spindle pole	http://purl.obolibrary.org/obo/GO_0051321	meiotic cell cycle
http://purl.obolibrary.org/obo/GO_0051311	meiotic metaphase plate congression	http://purl.obolibrary.org/obo/GO_0051310	metaphase plate congression	http://purl.obolibrary.org/obo/GO_0051321	meiotic cell cycle
http://purl.obolibrary.org/obo/GO_0010776	meiotic mismatch repair involved in meiotic gene conversion	http://purl.obolibrary.org/obo/GO_0000710	meiotic mismatch repair	http://purl.obolibrary.org/obo/GO_0006311	meiotic gene conversion
http://purl.obolibrary.org/obo/GO_0010777	meiotic mismatch repair involved in reciprocal meiotic recombination	http://purl.obolibrary.org/obo/GO_0000710	meiotic mismatch repair	http://purl.obolibrary.org/obo/GO_0007131	reciprocal meiotic recombination
http://purl.obolibrary.org/obo/GO_0051078	meiotic nuclear envelope disassembly	http://purl.obolibrary.org/obo/GO_0051081	nuclear envelope disassembly	http://purl.obolibrary.org/obo/GO_0051321	meiotic cell cycle
http://purl.obolibrary.org/obo/GO_0051333	meiotic nuclear envelope reassembly	http://purl.obolibrary.org/obo/GO_0031468	nuclear envelope reassembly	http://purl.obolibrary.org/obo/GO_0051321	meiotic cell cycle
http://purl.obolibrary.org/obo/GO_0045144	meiotic sister chromatid segregation	http://purl.obolibrary.org/obo/GO_0000819	sister chromatid segregation	http://purl.obolibrary.org/obo/GO_0007135	meiosis II
http://purl.obolibrary.org/obo/GO_0033316	meiotic spindle assembly checkpoint	http://purl.obolibrary.org/obo/GO_0071173	spindle assembly checkpoint	http://purl.obolibrary.org/obo/GO_0051321	meiotic cell cycle
http://purl.obolibrary.org/obo/GO_0044779	meiotic spindle checkpoint	http://purl.obolibrary.org/obo/GO_0031577	spindle checkpoint	http://purl.obolibrary.org/obo/GO_0051321	meiotic cell cycle
http://purl.obolibrary.org/obo/GO_0051229	meiotic spindle disassembly	http://purl.obolibrary.org/obo/GO_0051230	spindle disassembly	http://purl.obolibrary.org/obo/GO_0051321	meiotic cell cycle
http://purl.obolibrary.org/obo/GO_0051232	meiotic spindle elongation	http://purl.obolibrary.org/obo/GO_0051231	spindle elongation	http://purl.obolibrary.org/obo/GO_0051321	meiotic cell cycle
http://purl.obolibrary.org/obo/GO_0000212	meiotic spindle organization	http://purl.obolibrary.org/obo/GO_0007051	spindle organization	http://purl.obolibrary.org/obo/GO_0051321	meiotic cell cycle
http://purl.obolibrary.org/obo/GO_1902346	meiotic strand displacement involved in double-strand break repair via SDSA	http://purl.obolibrary.org/obo/GO_0000714	meiotic strand displacement	http://purl.obolibrary.org/obo/GO_0045003	double-strand break repair via synthesis-dependent strand annealing
http://purl.obolibrary.org/obo/GO_0000708	meiotic strand invasion	http://purl.obolibrary.org/obo/GO_0042148	strand invasion	http://purl.obolibrary.org/obo/GO_0051321	meiotic cell cycle
http://purl.obolibrary.org/obo/GO_0010775	meiotic strand invasion involved in meiotic gene conversion	http://purl.obolibrary.org/obo/GO_0000708	meiotic strand invasion	http://purl.obolibrary.org/obo/GO_0006311	meiotic gene conversion
http://purl.obolibrary.org/obo/GO_0010774	meiotic strand invasion involved in reciprocal meiotic recombination	http://purl.obolibrary.org/obo/GO_0000708	meiotic strand invasion	http://purl.obolibrary.org/obo/GO_0007131	reciprocal meiotic recombination
http://purl.obolibrary.org/obo/GO_1902989	meiotic telomere maintenance via semi-conservative replication	http://purl.obolibrary.org/obo/GO_0032201	telomere maintenance via semi-conservative replication	http://purl.obolibrary.org/obo/GO_0051321	meiotic cell cycle
http://purl.obolibrary.org/obo/GO_0086045	membrane depolarization during AV node cell action potential	http://purl.obolibrary.org/obo/GO_0051899	membrane depolarization	http://purl.obolibrary.org/obo/GO_0086016	AV node cell action potential
http://purl.obolibrary.org/obo/GO_0086047	membrane depolarization during Purkinje myocyte cell action potential	http://purl.obolibrary.org/obo/GO_0051899	membrane depolarization	http://purl.obolibrary.org/obo/GO_0086017	Purkinje myocyte action potential
http://purl.obolibrary.org/obo/GO_0086046	membrane depolarization during SA node cell action potential	http://purl.obolibrary.org/obo/GO_0051899	membrane depolarization	http://purl.obolibrary.org/obo/GO_0086015	SA node cell action potential
http://purl.obolibrary.org/obo/GO_0086010	membrane depolarization during action potential	http://purl.obolibrary.org/obo/GO_0051899	membrane depolarization	http://purl.obolibrary.org/obo/GO_0001508	action potential
http://purl.obolibrary.org/obo/GO_0086048	membrane depolarization during bundle of His cell action potential	http://purl.obolibrary.org/obo/GO_0051899	membrane depolarization	http://purl.obolibrary.org/obo/GO_0086043	bundle of His cell action potential
http://purl.obolibrary.org/obo/GO_0086012	membrane depolarization during cardiac muscle cell action potential	http://purl.obolibrary.org/obo/GO_0051899	membrane depolarization	http://purl.obolibrary.org/obo/GO_0086001	cardiac muscle cell action potential
http://purl.obolibrary.org/obo/GO_0002078	membrane fusion involved in acrosome reaction	http://purl.obolibrary.org/obo/GO_0061025	membrane fusion	http://purl.obolibrary.org/obo/GO_0007340	acrosome reaction
http://purl.obolibrary.org/obo/GO_0039663	membrane fusion involved in viral entry into host cell	http://purl.obolibrary.org/obo/GO_0061025	membrane fusion	http://purl.obolibrary.org/obo/GO_0046718	viral entry into host cell
http://purl.obolibrary.org/obo/GO_0086049	membrane repolarization during AV node cell action potential	http://purl.obolibrary.org/obo/GO_0086009	membrane repolarization	http://purl.obolibrary.org/obo/GO_0086016	AV node cell action potential
http://purl.obolibrary.org/obo/GO_0086051	membrane repolarization during Purkinje myocyte action potential	http://purl.obolibrary.org/obo/GO_0086009	membrane repolarization	http://purl.obolibrary.org/obo/GO_0086017	Purkinje myocyte action potential
http://purl.obolibrary.org/obo/GO_0086052	membrane repolarization during SA node cell action potential	http://purl.obolibrary.org/obo/GO_0086009	membrane repolarization	http://purl.obolibrary.org/obo/GO_0086015	SA node cell action potential
http://purl.obolibrary.org/obo/GO_0086011	membrane repolarization during action potential	http://purl.obolibrary.org/obo/GO_0086009	membrane repolarization	http://purl.obolibrary.org/obo/GO_0001508	action potential
http://purl.obolibrary.org/obo/GO_0086050	membrane repolarization during bundle of His cell action potential	http://purl.obolibrary.org/obo/GO_0086009	membrane repolarization	http://purl.obolibrary.org/obo/GO_0086043	bundle of His cell action potential
http://purl.obolibrary.org/obo/GO_0086013	membrane repolarization during cardiac muscle cell action potential	http://purl.obolibrary.org/obo/GO_0086009	membrane repolarization	http://purl.obolibrary.org/obo/GO_0086001	cardiac muscle cell action potential
http://purl.obolibrary.org/obo/GO_1901146	mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis	http://purl.obolibrary.org/obo/GO_0097152	mesenchymal cell apoptotic process	http://purl.obolibrary.org/obo/GO_0061228	mesonephric nephron morphogenesis
http://purl.obolibrary.org/obo/GO_1901147	mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis	http://purl.obolibrary.org/obo/GO_0097152	mesenchymal cell apoptotic process	http://purl.obolibrary.org/obo/GO_0072273	metanephric nephron morphogenesis
http://purl.obolibrary.org/obo/GO_1900200	mesenchymal cell apoptotic process involved in metanephros development	http://purl.obolibrary.org/obo/GO_0097152	mesenchymal cell apoptotic process	http://purl.obolibrary.org/obo/GO_0001656	metanephros development
http://purl.obolibrary.org/obo/GO_1901145	mesenchymal cell apoptotic process involved in nephron morphogenesis	http://purl.obolibrary.org/obo/GO_0097152	mesenchymal cell apoptotic process	http://purl.obolibrary.org/obo/GO_0072028	nephron morphogenesis
http://purl.obolibrary.org/obo/GO_0060647	mesenchymal cell condensation involved in mammary fat development	http://purl.obolibrary.org/obo/GO_0098609	cell-cell adhesion	http://purl.obolibrary.org/obo/GO_0060611	mammary gland fat development
http://purl.obolibrary.org/obo/GO_0035322	mesenchymal cell migration involved in limb bud formation	http://purl.obolibrary.org/obo/GO_0090497	mesenchymal cell migration	http://purl.obolibrary.org/obo/GO_0060174	limb bud formation
http://purl.obolibrary.org/obo/GO_0060916	mesenchymal cell proliferation involved in lung development	http://purl.obolibrary.org/obo/GO_0010463	mesenchymal cell proliferation	http://purl.obolibrary.org/obo/GO_0030324	lung development
